"B1","","D2P2L"
"B1","","15E"
"B10","","15E"
"B11","","15E"
"B12","","15E"
"B13","","15E"
"B14","","15E"
"B14","","18C"
"B15","","15E"
"B15","","D2P2L"
"B16","","D2P2L"
"B16","","15E"
"B17","","15E"
"B17","","D2P2L"
"B18","","D2P2L"
"B19","","D2P2L"
"B19","","15E"
"B2","","D2P2L"
"B2","","15E"
"B20","","D2P2L"
"B21","","D2P2L"
"B22","","15E"
"B23","","15E"
"B24","","15E"
"B24","","D2P2L"
"B25","","15E"
"B26","","15E"
"B27","","15E"
"B28","","15E"
"B29","","15E"
"B3","","D2P2L"
"B3","","15E"
"B30","","15E"
"B31","","15E"
"B31","","18C"
"B32","","15E"
"B32","","18C"
"B33","","15E"
"B34","","15E"
"B35","","15E"
"B36","","15E"
"B37","","15E"
"B38","","15E"
"B38","","18C"
"B4","","D2P2L"
"B4","","15E"
"B40","","15E"
"B42","","D2P2L"
"B42","","15E"
"B43","","D2P2L"
"B43","","15E"
"B44","","15E"
"B44","","D2P2L"
"B45","","18C"
"B45","","15E"
"B46","","B2M3M"
"B46","","15E"
"B47","","18C"
"B47","","15E"
"B47","","B2M3M"
"B48","","18C"
"B48","","15E"
"B48","","B2M3M"
"B49","","B2M3M"
"B49","","18C"
"B5","","D2P2L"
"B5","","15E"
"B50","","B2M3M"
"B50","","18C"
"B6","","D2P2L"
"B6","","15E"
"B60","","18C"
"B61","","18C"
"B62","","D2P2L"
"B62","","18C"
"B62","","15E"
"B63","","D2P2L"
"B64","","D2P2L"
"B65","","D2P2L"
"B66","","D2P2L"
"B66","","15E"
"B67","","D2P2L"
"B67","","15E"
"B68","","D2P2L"
"B68","","15E"
"B69","","D2P2L"
"B7","","15E"
"B7","","D2P2L"
"B70","","D2P2L"
"B71","","D2P2L"
"B72","","15E"
"B73","","15E"
"B74","","15E"
"B74","","D2P2L"
"B74","","05Q"
"B75","","15E"
"B75","","05Q"
"B75","","B2M3M"
"B76","","B2M3M"
"B76","","15E"
"B77","","05Q"
"B77","","B2M3M"
"B78","","B2M3M"
"B78","","05Q"
"B79","","05Q"
"B79","","B2M3M"
"B79","","04V"
"B8","","15E"
"B80","","B2M3M"
